YEAR,QUARTER,MONTH,AIRLINE_ID,UNIQUE_CARRIER,CARRIER,CARRIER_NAME,CARRIER_GROUP_NEW,SALA_GALLONS,SDOM_GALLONS,SDOMT_GALLONS,SATL_GALLONS,SPAC_GALLONS,SLAT_GALLONS,SINT_GALLONS,TS_GALLONS,NALA_GALLONS,NDOM_GALLONS,NDOMT_GALLONS,NATL_GALLONS,NPAC_GALLONS,NLAT_GALLONS,MAC_GALLONS,NINT_GALLONS,TN_GALLONS,TDOMT_GALLONS,TINT_GALLONS,TOTAL_GALLONS,SALA_COST,SDOM_COST,SDOMT_COST,SATL_COST,SPAC_COST,SLAT_COST,SINT_COST,TS_COST,NALA_COST,NDOM_COST,NDOMT_COST,NATL_COST,NPAC_COST,NLAT_COST,MAC_COST,NINT_COST,TN_COST,TDOMT_COST,TINT_COST,TOTAL_COST
2011,1,3,20368.0,G4,G4,Allegiant Air,2,0.0,9832175.0,9832175.0,0.0,0.0,0.0,0.0,9832175.0,0.0,1117608.0,1117608.0,0.0,0.0,0.0,0.0,0.0,1117608.0,10949783.0,0.0,10949783.0,0.0,33231456.0,33231456.0,0.0,0.0,0.0,0.0,33231456.0,0.0,3964831.0,3964831.0,0.0,0.0,0.0,0.0,0.0,3964831.0,37196287.0,0.0,37196287.0
2011,1,3,20500.0,G7,G7,GoJet Airlines LLC d/b/a United Express,2,0.0,1138570.0,1138570.0,0.0,0.0,0.0,0.0,1138570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1138570.0,0.0,1138570.0,0.0,3802751.0,3802751.0,0.0,0.0,0.0,0.0,3802751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3802751.0,0.0,3802751.0
2011,1,3,20402.0,GL,GL,Miami Air International,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593563.0,593563.0,60281.0,0.0,200938.0,73677.0,334896.0,928459.0,593563.0,334896.0,928459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2207379.0,2207379.0,224178.0,0.0,747261.0,273996.0,1245435.0,3452814.0,2207379.0,1245435.0,3452814.0
2011,1,3,19690.0,HA,HA,Hawaiian Airlines Inc.,3,0.0,10375816.0,10375816.0,0.0,2824284.0,0.0,2824284.0,13200100.0,0.0,14228.0,14228.0,0.0,0.0,0.0,0.0,0.0,14228.0,10390044.0,2824284.0,13214328.0,0.0,31008282.0,31008282.0,0.0,8261667.0,0.0,8261667.0,39269949.0,0.0,45629.0,45629.0,0.0,0.0,0.0,0.0,0.0,45629.0,31053911.0,8261667.0,39315578.0
2011,1,3,20370.0,KAQ,KAQ,Kalitta Air LLC,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2679568.0,2679568.0,10308627.0,2811452.0,504969.0,12169747.0,25794795.0,28474363.0,2679568.0,25794795.0,28474363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5325262.0,5325262.0,24669093.0,8318952.0,1635445.0,29547557.0,64171047.0,69496309.0,5325262.0,64171047.0,69496309.0
2011,1,3,21634.0,KH,KH,Aloha Air Cargo,1,0.0,444318.0,444318.0,0.0,0.0,0.0,0.0,444318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444318.0,0.0,444318.0,0.0,1423599.0,1423599.0,0.0,0.0,0.0,0.0,1423599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1423599.0,0.0,1423599.0
2011,1,3,20169.0,L2,L2,Lynden Air Cargo Airlines,1,102494.0,0.0,102494.0,0.0,0.0,0.0,0.0,102494.0,6082.0,38649.0,44731.0,0.0,40424.0,26810.0,265285.0,332519.0,377250.0,147225.0,332519.0,479744.0,348126.0,0.0,348126.0,0.0,0.0,0.0,0.0,348126.0,19419.0,48312.0,67731.0,0.0,187270.0,98134.0,782592.0,1067996.0,1135727.0,415857.0,1067996.0,1483853.0
2011,1,3,21217.0,L3,L3,Lynx Aviation d/b/a Frontier Airlines,1,0.0,150025.0,150025.0,0.0,0.0,0.0,0.0,150025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150025.0,0.0,150025.0,0.0,456780.0,456780.0,0.0,0.0,0.0,0.0,456780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456780.0,0.0,456780.0
2011,1,3,20151.0,M6,M6,Amerijet International,2,0.0,0.0,0.0,0.0,0.0,1497663.0,1497663.0,1497663.0,0.0,14369.0,14369.0,0.0,0.0,15437.0,0.0,15437.0,29806.0,14369.0,1513100.0,1527469.0,0.0,0.0,0.0,0.0,0.0,5077527.0,5077527.0,5077527.0,0.0,48715.0,48715.0,0.0,0.0,52336.0,0.0,52336.0,101051.0,48715.0,5129863.0,5178578.0
2011,1,3,20398.0,MQ,MQ,American Eagle Airlines Inc.,3,0.0,24033398.0,24033398.0,0.0,0.0,367584.0,367584.0,24400982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24033398.0,367584.0,24400982.0,0.0,71798093.0,71798093.0,0.0,0.0,1098130.0,1098130.0,72896223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71798093.0,1098130.0,72896223.0
2011,1,3,20415.0,,,North American Airlines,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39254.0,39254.0,0.0,0.0,0.0,1823583.0,1823583.0,1862837.0,39254.0,1823583.0,1862837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119931.0,119931.0,0.0,0.0,0.0,5551152.0,5551152.0,5671083.0,119931.0,5551152.0,5671083.0
2011,1,3,20108.0,NC,NC,Northern Air Cargo Inc.,1,393014.0,0.0,393014.0,0.0,0.0,0.0,0.0,393014.0,18576.0,153296.0,171872.0,0.0,0.0,19134.0,0.0,19134.0,191006.0,564886.0,19134.0,584020.0,1324456.0,0.0,1324456.0,0.0,0.0,0.0,0.0,1324456.0,62603.0,516606.0,579209.0,0.0,0.0,64483.0,0.0,64483.0,643692.0,1903665.0,64483.0,1968148.0
2011,1,3,20416.0,NK,NK,Spirit Air Lines,2,0.0,6759526.0,6759526.0,0.0,0.0,1585568.0,1585568.0,8345094.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6759526.0,1585568.0,8345094.0,0.0,18773551.0,18773551.0,0.0,0.0,4403672.0,4403672.0,23177223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18773551.0,4403672.0,23177223.0
2011,1,3,20417.0,OH (1),OH,Comair Inc.,2,0.0,8536620.0,8536620.0,0.0,0.0,0.0,0.0,8536620.0,0.0,44808.0,44808.0,0.0,0.0,0.0,0.0,0.0,44808.0,8581428.0,0.0,8581428.0,0.0,28742777.0,28742777.0,0.0,0.0,0.0,0.0,28742777.0,0.0,150869.0,150869.0,0.0,0.0,0.0,0.0,0.0,150869.0,28893646.0,0.0,28893646.0
2011,1,3,20304.0,OO,OO,SkyWest Airlines Inc.,3,0.0,9756313.0,9756313.0,0.0,0.0,0.0,0.0,9756313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9756313.0,0.0,9756313.0,0.0,35011199.0,35011199.0,0.0,0.0,0.0,0.0,35011199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35011199.0,0.0,35011199.0
2011,1,3,20414.0,OW,OW,Executive Airlines,2,0.0,1012912.0,1012912.0,0.0,0.0,268528.0,268528.0,1281440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012912.0,268528.0,1281440.0,0.0,2897051.0,2897051.0,0.0,0.0,768023.0,768023.0,3665074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2897051.0,768023.0,3665074.0
2011,1,3,20177.0,PFQ,PFQ,Asia Pacific,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1054809.0,0.0,0.0,1054809.0,1054809.0,0.0,1054809.0,1054809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309596.0,0.0,0.0,309596.0,309596.0,0.0,309596.0,309596.0
2011,1,3,20100.0,PO,PO,Polar Air Cargo Airways,2,0.0,2588778.0,2588778.0,341752.0,6037412.0,0.0,6379164.0,8967942.0,0.0,0.0,0.0,0.0,46244.0,0.0,0.0,46244.0,46244.0,2588778.0,6425408.0,9014186.0,0.0,8137079.0,8137079.0,1120966.0,19259552.0,0.0,20380518.0,28517597.0,0.0,0.0,0.0,0.0,147520.0,0.0,0.0,147520.0,147520.0,8137079.0,20528038.0,28665117.0
2011,1,3,20149.0,PRQ,PRQ,Florida West Airlines Inc.,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,1,3,20400.0,PT (1),PT,Capital Cargo International,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,4000.0,4000.0,0.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,1,3,19687.0,QX,QX,Horizon Air,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,1,3,20344.0,RD,RD,Ryan International Airlines,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588140.0,588140.0,0.0,0.0,0.0,1856089.0,1856089.0,2444229.0,588140.0,1856089.0,2444229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2049432.0,2049432.0,0.0,0.0,0.0,6467729.0,6467729.0,8517161.0,2049432.0,6467729.0,8517161.0
2011,1,3,20448.0,S5,S5,Shuttle America Corp.,2,0.0,3176782.0,3176782.0,0.0,0.0,0.0,0.0,3176782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3176782.0,0.0,3176782.0,0.0,13519057.0,13519057.0,0.0,0.0,0.0,0.0,13519057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13519057.0,0.0,13519057.0
2011,1,3,20422.0,SY,SY,Sun Country Airlines d/b/a MN Airlines,2,0.0,2150000.0,2150000.0,14000.0,0.0,1250000.0,1264000.0,3414000.0,0.0,369000.0,369000.0,0.0,11000.0,37000.0,0.0,48000.0,417000.0,2519000.0,1312000.0,3831000.0,0.0,7308000.0,7308000.0,51000.0,0.0,4411000.0,4462000.0,11770000.0,0.0,1347000.0,1347000.0,0.0,35000.0,139000.0,0.0,174000.0,1521000.0,8655000.0,4636000.0,13291000.0
2011,1,3,20423.0,U5,U5,USA 3000 Airlines,2,0.0,163602.0,163602.0,0.0,0.0,1037302.0,1037302.0,1200904.0,0.0,156086.0,156086.0,0.0,0.0,3832.0,15037.0,18869.0,174955.0,319688.0,1056171.0,1375859.0,0.0,561555.0,561555.0,0.0,0.0,3749820.0,3749820.0,4311375.0,0.0,547168.0,547168.0,0.0,0.0,13964.0,53397.0,67361.0,614529.0,1108723.0,3817181.0,4925904.0
2011,1,3,20447.0,U7,U7,USA Jet Airlines Inc.,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771423.0,771423.0,0.0,0.0,15021.0,0.0,15021.0,786444.0,771423.0,15021.0,786444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2372550.0,2372550.0,0.0,0.0,64475.0,0.0,64475.0,2437025.0,2372550.0,64475.0,2437025.0
2011,1,3,19977.0,UA,UA,United Air Lines Inc.,3,0.0,80390050.0,80390050.0,31214554.0,38012512.0,8550872.0,77777938.0,158167988.0,0.0,219362.0,219362.0,144763.0,92781.0,34561.0,0.0,272105.0,491467.0,80609412.0,78050043.0,158659455.0,0.0,255156038.0,255156038.0,95474586.0,113096252.0,26364644.0,234935482.0,490091520.0,0.0,709682.0,709682.0,440753.0,276075.0,113649.0,0.0,830477.0,1540159.0,255865720.0,235765959.0,491631679.0
2011,1,3,20355.0,US,US,US Airways Inc.,3,0.0,70575452.0,70575452.0,12636147.0,0.0,8236438.0,20872585.0,91448037.0,0.0,236594.0,236594.0,26317.0,0.0,22934.0,0.0,49251.0,285845.0,70812046.0,20921836.0,91733882.0,0.0,213766499.0,213766499.0,39343144.0,0.0,25983133.0,65326277.0,279092776.0,0.0,725160.0,725160.0,82917.0,0.0,72798.0,0.0,155715.0,880875.0,214491659.0,65481992.0,279973651.0
2011,1,3,21171.0,VX,VX,Virgin America,2,0.0,10102746.0,10102746.0,0.0,0.0,203768.0,203768.0,10306514.0,0.0,20907.0,20907.0,0.0,0.0,0.0,0.0,0.0,20907.0,10123653.0,203768.0,10327421.0,0.0,31653470.0,31653470.0,0.0,0.0,690854.0,690854.0,32344324.0,0.0,68719.0,68719.0,0.0,0.0,0.0,0.0,0.0,68719.0,31722189.0,690854.0,32413043.0
2011,1,3,20308.0,WE,WE,Centurion Cargo Inc.,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106052.0,0.0,1582363.0,0.0,1688415.0,1688415.0,0.0,1688415.0,1688415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324849.0,0.0,5229628.0,0.0,5554477.0,5554477.0,0.0,5554477.0,5554477.0
2011,1,3,19393.0,WN,WN,Southwest Airlines Co.,3,0.0,130242974.0,130242974.0,0.0,0.0,0.0,0.0,130242974.0,0.0,215155.0,215155.0,0.0,0.0,0.0,0.0,0.0,215155.0,130458129.0,0.0,130458129.0,0.0,388634940.0,388634940.0,0.0,0.0,0.0,0.0,388634940.0,0.0,541257.0,541257.0,0.0,0.0,0.0,0.0,0.0,541257.0,389176197.0,0.0,389176197.0
2011,1,3,20095.0,WO,WO,World Airways Inc.,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11581.0,11581.0,438215.0,0.0,0.0,5437596.0,5875811.0,5887392.0,11581.0,5875811.0,5887392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38180.0,38180.0,1387996.0,0.0,0.0,17166145.0,18554141.0,18592321.0,38180.0,18554141.0,18592321.0
2011,1,3,20377.0,X9,X9,Omni Air Express,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316142.0,316142.0,51871.0,0.0,0.0,6044139.0,6096010.0,6412152.0,316142.0,6096010.0,6412152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668197.0,668197.0,120511.0,0.0,0.0,16384233.0,16504744.0,17172941.0,668197.0,16504744.0,17172941.0
2011,1,3,20374.0,XE,XE,ExpressJet Airlines Inc.,2,0.0,3588122.0,3588122.0,0.0,0.0,398681.0,398681.0,3986803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3588122.0,398681.0,3986803.0,0.0,12668509.0,12668509.0,0.0,0.0,1407612.0,1407612.0,14076121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12668509.0,1407612.0,14076121.0
2011,1,3,20170.0,XJ,XJ,Mesaba Airlines,2,0.0,131181.0,131181.0,0.0,0.0,0.0,0.0,131181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131181.0,0.0,131181.0,0.0,453718.0,453718.0,0.0,0.0,0.0,0.0,453718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453718.0,0.0,453718.0
2011,1,3,20207.0,XP,XP,Casino Express,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75149.0,75149.0,0.0,0.0,0.0,0.0,0.0,75149.0,75149.0,0.0,75149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253253.0,253253.0,0.0,0.0,0.0,0.0,0.0,253253.0,253253.0,0.0,253253.0
2011,1,3,20378.0,YV,YV,Mesa Airlines Inc.,2,0.0,7163487.0,7163487.0,0.0,0.0,0.0,0.0,7163487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7163487.0,0.0,7163487.0,0.0,24762582.0,24762582.0,0.0,0.0,0.0,0.0,24762582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24762582.0,0.0,24762582.0
2011,1,3,20452.0,YX,YX,Republic Airlines,2,0.0,13758137.0,13758137.0,0.0,0.0,0.0,0.0,13758137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13758137.0,0.0,13758137.0,0.0,45152506.0,45152506.0,0.0,0.0,0.0,0.0,45152506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45152506.0,0.0,45152506.0
2011,1,3,20046.0,ZW,ZW,Air Wisconsin Airlines Corp,2,0.0,6824817.0,6824817.0,0.0,0.0,0.0,0.0,6824817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6824817.0,0.0,6824817.0,0.0,22893024.0,22893024.0,0.0,0.0,0.0,0.0,22893024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22893024.0,0.0,22893024.0
2011,2,4,21236.0,0JQ,0JQ,Vision Airlines,2,0.0,497356.0,497356.0,0.0,0.0,0.0,0.0,497356.0,0.0,249307.0,249307.0,723850.0,0.0,0.0,0.0,723850.0,973157.0,746663.0,723850.0,1470513.0,0.0,1925875.0,1925875.0,0.0,0.0,0.0,0.0,1925875.0,0.0,859311.0,859311.0,2682371.0,0.0,0.0,0.0,2682371.0,3541682.0,2785186.0,2682371.0,5467557.0
2011,2,4,21352.0,0WQ,0WQ,Avjet Corporation,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220230.0,220230.0,38418.0,25463.0,1881.0,0.0,65762.0,285992.0,220230.0,65762.0,285992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1052699.0,1052699.0,195548.0,129607.0,9574.0,0.0,334729.0,1387428.0,1052699.0,334729.0,1387428.0
2011,2,4,20397.0,OH,16,PSA Airlines Inc.,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,2,4,20408.0,5V,3Z,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,191459.0,0.0,191459.0,0.0,0.0,0.0,0.0,191459.0,24294.0,14463.0,38757.0,0.0,0.0,0.0,0.0,0.0,38757.0,230216.0,0.0,230216.0,854149.0,0.0,854149.0,0.0,0.0,0.0,0.0,854149.0,108382.0,64523.0,172905.0,0.0,0.0,0.0,0.0,0.0,172905.0,1027054.0,0.0,1027054.0
2011,2,4,19917.0,5X,5X,United Parcel Service,3,3000.0,31797000.0,31800000.0,10434000.0,17671000.0,2471000.0,30576000.0,62376000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31800000.0,30576000.0,62376000.0,9000.0,105284000.0,105293000.0,34557000.0,58940000.0,8326000.0,101823000.0,207116000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105293000.0,101823000.0,207116000.0
2011,2,4,20007.0,5Y,5Y,Atlas Air Inc.,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584308.0,4222397.0,4806705.0,6151799.0,11880428.0,2201584.0,4452702.0,24686513.0,29493218.0,4806705.0,24686513.0,29493218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1723709.0,13536097.0,15259806.0,21529642.0,40237438.0,7783836.0,13135471.0,82686387.0,97946193.0,15259806.0,82686387.0,97946193.0
2011,2,4,19874.0,8C,8C,Air Transport International,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3143046.0,3143046.0,120539.0,0.0,23205.0,1078306.0,1222050.0,4365096.0,3143046.0,1222050.0,4365096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11290077.0,11290077.0,232699.0,0.0,61779.0,3228799.0,3523277.0,14813354.0,11290077.0,3523277.0,14813354.0
2011,2,4,20363.0,9E,9E,Pinnacle Airlines Inc.,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,2,4,20254.0,9L,9L,Colgan Air,2,0.0,754291.0,754291.0,0.0,0.0,0.0,0.0,754291.0,0.0,15327.0,15327.0,0.0,0.0,0.0,0.0,0.0,15327.0,769618.0,0.0,769618.0,0.0,2606597.0,2606597.0,0.0,0.0,0.0,0.0,2606597.0,0.0,52963.0,52963.0,0.0,0.0,0.0,0.0,0.0,52963.0,2659560.0,0.0,2659560.0
2011,2,4,20190.0,9S,9S,Southern Air Inc.,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636439.0,49091.0,0.0,956870.0,1642400.0,1642400.0,0.0,1642400.0,1642400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2195288.0,164567.0,0.0,3005836.0,5365691.0,5365691.0,0.0,5365691.0,5365691.0
2011,2,4,19805.0,AA,AA,American Airlines Inc.,3,0.0,123045068.0,123045068.0,33349362.0,12383331.0,36468879.0,82201572.0,205246640.0,0.0,253172.0,253172.0,0.0,0.0,15115.0,0.0,15115.0,268287.0,123298240.0,82216687.0,205514927.0,0.0,346930020.0,346930020.0,93073931.0,42800074.0,134631985.0,270505990.0,617436010.0,0.0,812637.0,812637.0,0.0,0.0,44761.0,0.0,44761.0,857398.0,347742657.0,270550751.0,618293408.0
2011,2,4,20453.0,ABX,ABX,ABX Air Inc,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,2,4,20354.0,AJQ,AJQ,Aerodynamics Inc.,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,2,4,19930.0,AS,AS,Alaska Airlines Inc.,3,1522359.0,26044176.0,27566535.0,0.0,0.0,1005431.0,1005431.0,28571966.0,22378.0,42074.0,64452.0,0.0,0.0,0.0,0.0,0.0,64452.0,27630987.0,1005431.0,28636418.0,5144091.0,99423025.0,104567116.0,0.0,0.0,3481019.0,3481019.0,108048135.0,75616.0,135660.0,211276.0,0.0,0.0,0.0,0.0,0.0,211276.0,104778392.0,3481019.0,108259411.0
2011,2,4,20409.0,B6,B6,JetBlue Airways,3,0.0,43940428.0,43940428.0,0.0,0.0,0.0,0.0,43940428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43940428.0,0.0,43940428.0,0.0,145205547.0,145205547.0,0.0,0.0,0.0,0.0,145205547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145205547.0,0.0,145205547.0
2011,2,4,19704.0,CO,CO,Continental Air Lines Inc.,3,0.0,55251000.0,55251000.0,33279000.0,12866000.0,18469000.0,64614000.0,119865000.0,0.0,367000.0,367000.0,0.0,28000.0,0.0,92000.0,120000.0,487000.0,55618000.0,64734000.0,120352000.0,0.0,163874000.0,163874000.0,101526000.0,39584000.0,56576000.0,197686000.0,361560000.0,0.0,1162000.0,1162000.0,0.0,95000.0,0.0,291000.0,386000.0,1548000.0,165036000.0,198072000.0,363108000.0
2011,2,4,21167.0,CP,CP,Compass Airlines,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,2,4,19790.0,DL,DL,Delta Air Lines Inc.,3,0.0,128395132.0,128395132.0,68828488.0,36476543.0,20889303.0,126194334.0,254589466.0,0.0,903001.0,903001.0,542572.0,10261.0,42183.0,0.0,595016.0,1498017.0,129298133.0,126789350.0,256087483.0,0.0,413173434.0,413173434.0,221488949.0,117380920.0,67221435.0,406091304.0,819264738.0,0.0,2905843.0,2905843.0,1745987.0,33020.0,135746.0,0.0,1914753.0,4820596.0,416079277.0,408006057.0,824085334.0
2011,2,4,20357.0,ER,ER,"Astar USA, LLC",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88754.0,88754.0,0.0,0.0,0.0,0.0,0.0,88754.0,88754.0,0.0,88754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274398.0,274398.0,0.0,0.0,0.0,0.0,0.0,274398.0,274398.0,0.0,274398.0
2011,2,4,20366.0,EV,EV,Atlantic Southeast Airlines,2,0.0,596428.0,596428.0,0.0,0.0,6025.0,6025.0,602453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596428.0,6025.0,602453.0,0.0,2216155.0,2216155.0,0.0,0.0,22385.0,22385.0,2238540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2216155.0,22385.0,2238540.0
2011,2,4,20057.0,EZ,EZ,Evergreen International Inc.,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312307.0,2166416.0,98899.0,4195261.0,6772883.0,6772883.0,0.0,6772883.0,6772883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1125652.0,7358509.0,458859.0,12376020.0,21319040.0,21319040.0,0.0,21319040.0,21319040.0
2011,2,4,20436.0,F9,F9,Frontier Airlines Inc.,3,0.0,18129171.0,18129171.0,0.0,0.0,438695.0,438695.0,18567866.0,0.0,6967.0,6967.0,0.0,0.0,0.0,0.0,0.0,6967.0,18136138.0,438695.0,18574833.0,0.0,58146324.0,58146324.0,0.0,0.0,1681901.0,1681901.0,59828225.0,0.0,33328.0,33328.0,0.0,0.0,0.0,0.0,0.0,33328.0,58179652.0,1681901.0,59861553.0
2011,2,4,20437.0,FL,FL,AirTran Airways Corporation,3,0.0,32640134.0,32640134.0,0.0,0.0,703652.0,703652.0,33343786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32640134.0,703652.0,33343786.0,0.0,106706846.0,106706846.0,0.0,0.0,2547683.0,2547683.0,109254529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106706846.0,2547683.0,109254529.0
