,status,start_date,start_station,end_date,end_station,bike_nr,subsc_type,zip_code,birth_date,gender,id,start_hour,end_hour,start_weekday,end_weekday,trip_duration,age,start_coordinates,end_coordinates,start_municipal,end_municipal,start_latitude,start_longitude,end_latitude,end_longitude,stations_exist
6102,Closed,2011-08-04 20:09:00,27.0,2011-08-04 20:27:00,45.0,B00033,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6MDk6MDA6OC80LzIwMTEgMjA6Mjc6MDA6MjcuMDo0NS4wOkIwMDAzMw==,20,20,3,3,1080,2019.0,"47.89376835,3.10927507493543","42.3500548,-71.0774775",Boston,Boston,47.89376835,3.10927507493543,42.3500548,-71.0774775,True
6103,Closed,2011-08-04 20:10:00,24.0,2011-08-04 20:26:00,25.0,B00261,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6MTA6MDA6OC80LzIwMTEgMjA6MjY6MDA6MjQuMDoyNS4wOkIwMDI2MQ==,20,20,3,3,960,2019.0,"42.3502036,-71.0427412","42.3582926,-71.0602525",Boston,Boston,42.3502036,-71.0427412,42.3582926,-71.0602525,True
6104,Closed,2011-08-04 20:09:00,24.0,2011-08-04 20:26:00,25.0,B00513,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6MDk6MDA6OC80LzIwMTEgMjA6MjY6MDA6MjQuMDoyNS4wOkIwMDUxMw==,20,20,3,3,1020,2019.0,"42.3502036,-71.0427412","42.3582926,-71.0602525",Boston,Boston,42.3502036,-71.0427412,42.3582926,-71.0602525,True
6105,Closed,2011-08-04 20:10:00,27.0,2011-08-04 20:27:00,45.0,B00505,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6MTA6MDA6OC80LzIwMTEgMjA6Mjc6MDA6MjcuMDo0NS4wOkIwMDUwNQ==,20,20,3,3,1020,2019.0,"47.89376835,3.10927507493543","42.3500548,-71.0774775",Boston,Boston,47.89376835,3.10927507493543,42.3500548,-71.0774775,True
6107,Closed,2011-08-04 20:11:00,43.0,2011-08-04 20:23:00,25.0,B00537,REGISTERED,'02118,1982.0,Male,OC80LzIwMTEgMjA6MTE6MDA6OC80LzIwMTEgMjA6MjM6MDA6NDMuMDoyNS4wOkIwMDUzNw==,20,20,3,3,720,37.0,"42.3557276,-71.0499095","42.3582926,-71.0602525",Boston,Boston,42.3557276,-71.0499095,42.3582926,-71.0602525,True
6108,Closed,2011-08-04 20:13:00,11.0,2011-08-04 20:34:00,41.0,B00475,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6MTM6MDA6OC80LzIwMTEgMjA6MzQ6MDA6MTEuMDo0MS4wOkIwMDQ3NQ==,20,20,3,3,1260,2019.0,"42.3371146,-71.1033983","42.3517566,-71.1253325",Boston,Boston,42.3371146,-71.1033983,42.3517566,-71.1253325,True
6109,Closed,2011-08-04 20:14:00,39.0,2011-08-04 20:19:00,39.0,B00057,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6MTQ6MDA6OC80LzIwMTEgMjA6MTk6MDA6MzkuMDozOS4wOkIwMDA1Nw==,20,20,3,3,300,2019.0,"42.3387682,-71.0747191","42.3387682,-71.0747191",Boston,Boston,42.3387682,-71.0747191,42.3387682,-71.0747191,True
6110,Closed,2011-08-04 20:14:00,10.0,2011-08-04 20:19:00,9.0,B00233,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6MTQ6MDA6OC80LzIwMTEgMjA6MTk6MDA6MTAuMDo5LjA6QjAwMjMz,20,20,3,3,300,2019.0,"-34.8484354,-58.2756612","42.35215405,-71.1177050872685",Boston,Boston,-34.8484354,-58.2756612,42.35215405,-71.1177050872685,True
6111,Closed,2011-08-04 20:15:00,24.0,2011-08-05 07:58:00,48.0,B00457,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6MTU6MDA6OC81LzIwMTEgMDc6NTg6MDA6MjQuMDo0OC4wOkIwMDQ1Nw==,20,7,3,4,42180,2019.0,"42.3502036,-71.0427412","42.3574875,-71.0563285",Boston,Boston,42.3502036,-71.0427412,42.3574875,-71.0563285,True
6112,Closed,2011-08-04 20:15:00,22.0,2011-08-04 20:22:00,44.0,B00530,REGISTERED,'02155,1973.0,Male,OC80LzIwMTEgMjA6MTU6MDA6OC80LzIwMTEgMjA6MjI6MDA6MjIuMDo0NC4wOkIwMDUzMA==,20,20,3,3,420,46.0,"47.89376835,3.10927507493543","42.3600335,-71.05623415",Boston,Boston,47.89376835,3.10927507493543,42.3600335,-71.05623415,True
6114,Closed,2011-08-04 20:16:00,22.0,2011-08-04 20:43:00,20.0,B00208,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6MTY6MDA6OC80LzIwMTEgMjA6NDM6MDA6MjIuMDoyMC4wOkIwMDIwOA==,20,20,3,3,1620,2019.0,"47.89376835,3.10927507493543","47.89376835,3.10927507493543",Boston,Boston,47.89376835,3.10927507493543,47.89376835,3.10927507493543,True
6115,Closed,2011-08-04 20:17:00,50.0,2011-08-04 20:28:00,53.0,B00469,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6MTc6MDA6OC80LzIwMTEgMjA6Mjg6MDA6NTAuMDo1My4wOkIwMDQ2OQ==,20,20,3,3,660,2019.0,"42.3500548,-71.0774775","42.3553503,-71.0728293",Boston,Boston,42.3500548,-71.0774775,42.3553503,-71.0728293,True
6116,Closed,2011-08-04 20:17:00,25.0,2011-08-04 20:30:00,27.0,B00201,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6MTc6MDA6OC80LzIwMTEgMjA6MzA6MDA6MjUuMDoyNy4wOkIwMDIwMQ==,20,20,3,3,780,2019.0,"42.3582926,-71.0602525","47.89376835,3.10927507493543",Boston,Boston,42.3582926,-71.0602525,47.89376835,3.10927507493543,True
6117,Closed,2011-08-04 20:18:00,52.0,2011-08-04 20:41:00,41.0,B00563,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6MTg6MDA6OC80LzIwMTEgMjA6NDE6MDA6NTIuMDo0MS4wOkIwMDU2Mw==,20,20,3,3,1380,2019.0,"42.3520749,-71.0733646","42.3517566,-71.1253325",Boston,Boston,42.3520749,-71.0733646,42.3517566,-71.1253325,True
6120,Closed,2011-08-04 20:21:00,39.0,2011-08-04 20:40:00,52.0,B00024,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6MjE6MDA6OC80LzIwMTEgMjA6NDA6MDA6MzkuMDo1Mi4wOkIwMDAyNA==,20,20,3,3,1140,2019.0,"42.3387682,-71.0747191","42.3520749,-71.0733646",Boston,Boston,42.3387682,-71.0747191,42.3520749,-71.0733646,True
6121,Closed,2011-08-04 20:21:00,53.0,2011-08-04 20:33:00,50.0,B00582,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6MjE6MDA6OC80LzIwMTEgMjA6MzM6MDA6NTMuMDo1MC4wOkIwMDU4Mg==,20,20,3,3,720,2019.0,"42.3553503,-71.0728293","42.3500548,-71.0774775",Boston,Boston,42.3553503,-71.0728293,42.3500548,-71.0774775,True
6122,Closed,2011-08-04 20:22:00,25.0,2011-08-04 20:31:00,21.0,B00399,REGISTERED,'02118,1989.0,Male,OC80LzIwMTEgMjA6MjI6MDA6OC80LzIwMTEgMjA6MzE6MDA6MjUuMDoyMS4wOkIwMDM5OQ==,20,20,3,3,540,30.0,"42.3582926,-71.0602525","42.34708765,-71.0816656804431",Boston,Boston,42.3582926,-71.0602525,42.34708765,-71.0816656804431,True
6123,Closed,2011-08-04 20:25:00,47.0,2011-08-05 08:45:00,21.0,B00231,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6MjU6MDA6OC81LzIwMTEgMDg6NDU6MDA6NDcuMDoyMS4wOkIwMDIzMQ==,20,8,3,4,44400,2019.0,"42.364779,-71.053461","42.34708765,-71.0816656804431",Boston,Boston,42.364779,-71.053461,42.34708765,-71.0816656804431,True
6124,Closed,2011-08-04 20:25:00,47.0,2011-08-05 08:45:00,21.0,B00474,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6MjU6MDA6OC81LzIwMTEgMDg6NDU6MDA6NDcuMDoyMS4wOkIwMDQ3NA==,20,8,3,4,44400,2019.0,"42.364779,-71.053461","42.34708765,-71.0816656804431",Boston,Boston,42.364779,-71.053461,42.34708765,-71.0816656804431,True
6125,Closed,2011-08-04 20:26:00,41.0,2011-08-04 20:40:00,41.0,B00458,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6MjY6MDA6OC80LzIwMTEgMjA6NDA6MDA6NDEuMDo0MS4wOkIwMDQ1OA==,20,20,3,3,840,2019.0,"42.3517566,-71.1253325","42.3517566,-71.1253325",Boston,Boston,42.3517566,-71.1253325,42.3517566,-71.1253325,True
6126,Closed,2011-08-04 20:28:00,21.0,2011-08-04 21:19:00,21.0,B00065,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6Mjg6MDA6OC80LzIwMTEgMjE6MTk6MDA6MjEuMDoyMS4wOkIwMDA2NQ==,20,21,3,3,3060,2019.0,"42.34708765,-71.0816656804431","42.34708765,-71.0816656804431",Boston,Boston,42.34708765,-71.0816656804431,42.34708765,-71.0816656804431,True
6127,Closed,2011-08-04 20:28:00,21.0,2011-08-04 21:20:00,21.0,B00046,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6Mjg6MDA6OC80LzIwMTEgMjE6MjA6MDA6MjEuMDoyMS4wOkIwMDA0Ng==,20,21,3,3,3120,2019.0,"42.34708765,-71.0816656804431","42.34708765,-71.0816656804431",Boston,Boston,42.34708765,-71.0816656804431,42.34708765,-71.0816656804431,True
6128,Closed,2011-08-04 20:26:00,45.0,2011-08-04 20:39:00,25.0,B00232,REGISTERED,'02215,1984.0,Male,OC80LzIwMTEgMjA6MjY6MDA6OC80LzIwMTEgMjA6Mzk6MDA6NDUuMDoyNS4wOkIwMDIzMg==,20,20,3,3,780,35.0,"42.3500548,-71.0774775","42.3582926,-71.0602525",Boston,Boston,42.3500548,-71.0774775,42.3582926,-71.0602525,True
6129,Closed,2011-08-04 20:26:00,45.0,2011-08-04 20:40:00,25.0,B00197,REGISTERED,'02215,1985.0,Female,OC80LzIwMTEgMjA6MjY6MDA6OC80LzIwMTEgMjA6NDA6MDA6NDUuMDoyNS4wOkIwMDE5Nw==,20,20,3,3,840,34.0,"42.3500548,-71.0774775","42.3582926,-71.0602525",Boston,Boston,42.3500548,-71.0774775,42.3582926,-71.0602525,True
6130,Closed,2011-08-04 20:28:00,21.0,2011-08-04 21:20:00,21.0,B00045,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6Mjg6MDA6OC80LzIwMTEgMjE6MjA6MDA6MjEuMDoyMS4wOkIwMDA0NQ==,20,21,3,3,3120,2019.0,"42.34708765,-71.0816656804431","42.34708765,-71.0816656804431",Boston,Boston,42.34708765,-71.0816656804431,42.34708765,-71.0816656804431,True
6131,Closed,2011-08-04 20:29:00,41.0,2011-08-04 20:53:00,49.0,B00181,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6Mjk6MDA6OC80LzIwMTEgMjA6NTM6MDA6NDEuMDo0OS4wOkIwMDE4MQ==,20,20,3,3,1440,2019.0,"42.3517566,-71.1253325","42.3003827,-71.0624746",Boston,Boston,42.3517566,-71.1253325,42.3003827,-71.0624746,True
6132,Closed,2011-08-04 20:28:00,33.0,2011-08-04 20:53:00,21.0,B00153,REGISTERED,'02115,1971.0,Male,OC80LzIwMTEgMjA6Mjg6MDA6OC80LzIwMTEgMjA6NTM6MDA6MzMuMDoyMS4wOkIwMDE1Mw==,20,20,3,3,1500,48.0,"42.3489544,-71.0956327","42.34708765,-71.0816656804431",Boston,Boston,42.3489544,-71.0956327,42.34708765,-71.0816656804431,True
6133,Closed,2011-08-04 20:29:00,46.0,2011-08-04 20:36:00,39.0,B00403,REGISTERED,'02461,1983.0,Male,OC80LzIwMTEgMjA6Mjk6MDA6OC80LzIwMTEgMjA6MzY6MDA6NDYuMDozOS4wOkIwMDQwMw==,20,20,3,3,420,36.0,"42.34434735,-71.0835021653958","42.3387682,-71.0747191",Boston,Boston,42.34434735,-71.0835021653958,42.3387682,-71.0747191,True
6134,Closed,2011-08-04 20:34:00,22.0,2011-08-04 21:01:00,32.0,B00214,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6MzQ6MDA6OC80LzIwMTEgMjE6MDE6MDA6MjIuMDozMi4wOkIwMDIxNA==,20,21,3,3,1620,2019.0,"47.89376835,3.10927507493543","42.3448548,-71.1023117034698",Boston,Boston,47.89376835,3.10927507493543,42.3448548,-71.1023117034698,True
6135,Closed,2011-08-04 20:33:00,36.0,2011-08-04 21:12:00,45.0,B00476,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6MzM6MDA6OC80LzIwMTEgMjE6MTI6MDA6MzYuMDo0NS4wOkIwMDQ3Ng==,20,21,3,3,2340,2019.0,"42.3493269,-71.0786551908223","42.3500548,-71.0774775",Boston,Boston,42.3493269,-71.0786551908223,42.3500548,-71.0774775,True
6136,Closed,2011-08-04 20:33:00,36.0,2011-08-04 21:12:00,45.0,B00426,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6MzM6MDA6OC80LzIwMTEgMjE6MTI6MDA6MzYuMDo0NS4wOkIwMDQyNg==,20,21,3,3,2340,2019.0,"42.3493269,-71.0786551908223","42.3500548,-71.0774775",Boston,Boston,42.3493269,-71.0786551908223,42.3500548,-71.0774775,True
6137,Closed,2011-08-04 20:36:00,36.0,2011-08-04 20:50:00,44.0,B00394,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6MzY6MDA6OC80LzIwMTEgMjA6NTA6MDA6MzYuMDo0NC4wOkIwMDM5NA==,20,20,3,3,840,2019.0,"42.3493269,-71.0786551908223","42.3600335,-71.05623415",Boston,Boston,42.3493269,-71.0786551908223,42.3600335,-71.05623415,True
6138,Closed,2011-08-04 20:36:00,36.0,2011-08-04 20:50:00,44.0,B00239,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6MzY6MDA6OC80LzIwMTEgMjA6NTA6MDA6MzYuMDo0NC4wOkIwMDIzOQ==,20,20,3,3,840,2019.0,"42.3493269,-71.0786551908223","42.3600335,-71.05623415",Boston,Boston,42.3493269,-71.0786551908223,42.3600335,-71.05623415,True
6139,Closed,2011-08-04 20:37:00,41.0,2011-08-04 20:57:00,9.0,B00216,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6Mzc6MDA6OC80LzIwMTEgMjA6NTc6MDA6NDEuMDo5LjA6QjAwMjE2,20,20,3,3,1200,2019.0,"42.3517566,-71.1253325","42.35215405,-71.1177050872685",Boston,Boston,42.3517566,-71.1253325,42.35215405,-71.1177050872685,True
6140,Closed,2011-08-04 20:37:00,41.0,2011-08-04 20:57:00,9.0,B00127,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6Mzc6MDA6OC80LzIwMTEgMjA6NTc6MDA6NDEuMDo5LjA6QjAwMTI3,20,20,3,3,1200,2019.0,"42.3517566,-71.1253325","42.35215405,-71.1177050872685",Boston,Boston,42.3517566,-71.1253325,42.35215405,-71.1177050872685,True
6142,Closed,2011-08-04 20:40:00,39.0,2011-08-04 23:26:00,44.0,B00350,REGISTERED,'02118,1968.0,Male,OC80LzIwMTEgMjA6NDA6MDA6OC80LzIwMTEgMjM6MjY6MDA6MzkuMDo0NC4wOkIwMDM1MA==,20,23,3,3,9960,51.0,"42.3387682,-71.0747191","42.3600335,-71.05623415",Boston,Boston,42.3387682,-71.0747191,42.3600335,-71.05623415,True
6143,Closed,2011-08-04 20:43:00,22.0,2011-08-04 20:51:00,16.0,B00060,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6NDM6MDA6OC80LzIwMTEgMjA6NTE6MDA6MjIuMDoxNi4wOkIwMDA2MA==,20,20,3,3,480,2019.0,"47.89376835,3.10927507493543","42.3507067,-71.0797297",Boston,Boston,47.89376835,3.10927507493543,42.3507067,-71.0797297,True
6144,Closed,2011-08-04 20:43:00,43.0,2011-08-04 21:00:00,39.0,B00249,REGISTERED,'02118,1977.0,Male,OC80LzIwMTEgMjA6NDM6MDA6OC80LzIwMTEgMjE6MDA6MDA6NDMuMDozOS4wOkIwMDI0OQ==,20,21,3,3,1020,42.0,"42.3557276,-71.0499095","42.3387682,-71.0747191",Boston,Boston,42.3557276,-71.0499095,42.3387682,-71.0747191,True
6145,Closed,2011-08-04 20:44:00,41.0,2011-08-04 20:57:00,9.0,B00458,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6NDQ6MDA6OC80LzIwMTEgMjA6NTc6MDA6NDEuMDo5LjA6QjAwNDU4,20,20,3,3,780,2019.0,"42.3517566,-71.1253325","42.35215405,-71.1177050872685",Boston,Boston,42.3517566,-71.1253325,42.35215405,-71.1177050872685,True
6146,Closed,2011-08-04 20:44:00,25.0,2011-08-04 20:44:00,25.0,B00197,REGISTERED,'02118,1981.0,Male,OC80LzIwMTEgMjA6NDQ6MDA6OC80LzIwMTEgMjA6NDQ6MDA6MjUuMDoyNS4wOkIwMDE5Nw==,20,20,3,3,0,38.0,"42.3582926,-71.0602525","42.3582926,-71.0602525",Boston,Boston,42.3582926,-71.0602525,42.3582926,-71.0602525,True
6147,Closed,2011-08-04 20:45:00,24.0,2011-08-04 20:53:00,49.0,B00522,REGISTERED,'02169,1961.0,Male,OC80LzIwMTEgMjA6NDU6MDA6OC80LzIwMTEgMjA6NTM6MDA6MjQuMDo0OS4wOkIwMDUyMg==,20,20,3,3,480,58.0,"42.3502036,-71.0427412","42.3003827,-71.0624746",Boston,Boston,42.3502036,-71.0427412,42.3003827,-71.0624746,True
6148,Closed,2011-08-04 20:46:00,9.0,2011-08-04 20:59:00,8.0,B00001,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6NDY6MDA6OC80LzIwMTEgMjA6NTk6MDA6OS4wOjguMDpCMDAwMDE=,20,20,3,3,780,2019.0,"42.35215405,-71.1177050872685","42.3537768,-71.1366199647727",Boston,Boston,42.35215405,-71.1177050872685,42.3537768,-71.1366199647727,True
6149,Closed,2011-08-04 20:48:00,25.0,2011-08-04 21:09:00,44.0,B00197,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6NDg6MDA6OC80LzIwMTEgMjE6MDk6MDA6MjUuMDo0NC4wOkIwMDE5Nw==,20,21,3,3,1260,2019.0,"42.3582926,-71.0602525","42.3600335,-71.05623415",Boston,Boston,42.3582926,-71.0602525,42.3600335,-71.05623415,True
6150,Closed,2011-08-04 20:46:00,33.0,2011-08-04 21:00:00,41.0,B00099,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6NDY6MDA6OC80LzIwMTEgMjE6MDA6MDA6MzMuMDo0MS4wOkIwMDA5OQ==,20,21,3,3,840,2019.0,"42.3489544,-71.0956327","42.3517566,-71.1253325",Boston,Boston,42.3489544,-71.0956327,42.3517566,-71.1253325,True
6151,Closed,2011-08-04 20:46:00,33.0,2011-08-04 21:00:00,41.0,B00217,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6NDY6MDA6OC80LzIwMTEgMjE6MDA6MDA6MzMuMDo0MS4wOkIwMDIxNw==,20,21,3,3,840,2019.0,"42.3489544,-71.0956327","42.3517566,-71.1253325",Boston,Boston,42.3489544,-71.0956327,42.3517566,-71.1253325,True
6152,Closed,2011-08-04 20:47:00,42.0,2011-08-04 21:14:00,21.0,B00190,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6NDc6MDA6OC80LzIwMTEgMjE6MTQ6MDA6NDIuMDoyMS4wOkIwMDE5MA==,20,21,3,3,1620,2019.0,"42.3491713,-71.0695618","42.34708765,-71.0816656804431",Boston,Boston,42.3491713,-71.0695618,42.34708765,-71.0816656804431,True
6154,Closed,2011-08-04 20:47:00,42.0,2011-08-05 02:02:00,21.0,B00418,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6NDc6MDA6OC81LzIwMTEgMDI6MDI6MDA6NDIuMDoyMS4wOkIwMDQxOA==,20,2,3,4,18900,2019.0,"42.3491713,-71.0695618","42.34708765,-71.0816656804431",Boston,Boston,42.3491713,-71.0695618,42.34708765,-71.0816656804431,True
6155,Closed,2011-08-04 20:48:00,25.0,2011-08-04 21:10:00,44.0,B00028,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6NDg6MDA6OC80LzIwMTEgMjE6MTA6MDA6MjUuMDo0NC4wOkIwMDAyOA==,20,21,3,3,1320,2019.0,"42.3582926,-71.0602525","42.3600335,-71.05623415",Boston,Boston,42.3582926,-71.0602525,42.3600335,-71.05623415,True
6157,Closed,2011-08-04 20:49:00,16.0,2011-08-04 20:59:00,3.0,B00029,REGISTERED,'02113,1986.0,Male,OC80LzIwMTEgMjA6NDk6MDA6OC80LzIwMTEgMjA6NTk6MDA6MTYuMDozLjA6QjAwMDI5,20,20,3,3,600,33.0,"42.3507067,-71.0797297","42.33893545,-71.1004318389973",Boston,Boston,42.3507067,-71.0797297,42.33893545,-71.1004318389973,True
6158,Closed,2011-08-04 20:50:00,52.0,2011-08-04 21:07:00,41.0,B00455,REGISTERED,'02115,1988.0,Male,OC80LzIwMTEgMjA6NTA6MDA6OC80LzIwMTEgMjE6MDc6MDA6NTIuMDo0MS4wOkIwMDQ1NQ==,20,21,3,3,1020,31.0,"42.3520749,-71.0733646","42.3517566,-71.1253325",Boston,Boston,42.3520749,-71.0733646,42.3517566,-71.1253325,True
6159,Closed,2011-08-04 20:52:00,42.0,2011-08-04 21:57:00,49.0,B00509,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6NTI6MDA6OC80LzIwMTEgMjE6NTc6MDA6NDIuMDo0OS4wOkIwMDUwOQ==,20,21,3,3,3900,2019.0,"42.3491713,-71.0695618","42.3003827,-71.0624746",Boston,Boston,42.3491713,-71.0695618,42.3003827,-71.0624746,True
6160,Closed,2011-08-04 20:52:00,42.0,2011-08-04 21:57:00,49.0,B00149,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6NTI6MDA6OC80LzIwMTEgMjE6NTc6MDA6NDIuMDo0OS4wOkIwMDE0OQ==,20,21,3,3,3900,2019.0,"42.3491713,-71.0695618","42.3003827,-71.0624746",Boston,Boston,42.3491713,-71.0695618,42.3003827,-71.0624746,True
6164,Closed,2011-08-04 20:54:00,52.0,2011-08-04 21:13:00,22.0,B00072,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6NTQ6MDA6OC80LzIwMTEgMjE6MTM6MDA6NTIuMDoyMi4wOkIwMDA3Mg==,20,21,3,3,1140,2019.0,"42.3520749,-71.0733646","47.89376835,3.10927507493543",Boston,Boston,42.3520749,-71.0733646,47.89376835,3.10927507493543,True
6165,Closed,2011-08-04 20:54:00,45.0,2011-08-04 22:56:00,45.0,B00505,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6NTQ6MDA6OC80LzIwMTEgMjI6NTY6MDA6NDUuMDo0NS4wOkIwMDUwNQ==,20,22,3,3,7320,2019.0,"42.3500548,-71.0774775","42.3500548,-71.0774775",Boston,Boston,42.3500548,-71.0774775,42.3500548,-71.0774775,True
6166,Closed,2011-08-04 20:55:00,52.0,2011-08-04 21:13:00,22.0,B00389,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6NTU6MDA6OC80LzIwMTEgMjE6MTM6MDA6NTIuMDoyMi4wOkIwMDM4OQ==,20,21,3,3,1080,2019.0,"42.3520749,-71.0733646","47.89376835,3.10927507493543",Boston,Boston,42.3520749,-71.0733646,47.89376835,3.10927507493543,True
6167,Closed,2011-08-04 20:59:00,9.0,2011-08-04 21:28:00,10.0,B00216,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjA6NTk6MDA6OC80LzIwMTEgMjE6Mjg6MDA6OS4wOjEwLjA6QjAwMjE2,20,21,3,3,1740,2019.0,"42.35215405,-71.1177050872685","-34.8484354,-58.2756612",Boston,Boston,42.35215405,-71.1177050872685,-34.8484354,-58.2756612,True
6168,Closed,2011-08-04 21:00:00,9.0,2011-08-04 21:28:00,10.0,B00127,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjE6MDA6MDA6OC80LzIwMTEgMjE6Mjg6MDA6OS4wOjEwLjA6QjAwMTI3,21,21,3,3,1680,2019.0,"42.35215405,-71.1177050872685","-34.8484354,-58.2756612",Boston,Boston,42.35215405,-71.1177050872685,-34.8484354,-58.2756612,True
6169,Closed,2011-08-04 21:00:00,9.0,2011-08-04 21:28:00,10.0,B00458,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjE6MDA6MDA6OC80LzIwMTEgMjE6Mjg6MDA6OS4wOjEwLjA6QjAwNDU4,21,21,3,3,1680,2019.0,"42.35215405,-71.1177050872685","-34.8484354,-58.2756612",Boston,Boston,42.35215405,-71.1177050872685,-34.8484354,-58.2756612,True
6171,Closed,2011-08-04 21:03:00,45.0,2011-08-04 21:04:00,45.0,B00033,REGISTERED,'02215,1958.0,Male,OC80LzIwMTEgMjE6MDM6MDA6OC80LzIwMTEgMjE6MDQ6MDA6NDUuMDo0NS4wOkIwMDAzMw==,21,21,3,3,60,61.0,"42.3500548,-71.0774775","42.3500548,-71.0774775",Boston,Boston,42.3500548,-71.0774775,42.3500548,-71.0774775,True
6172,Closed,2011-08-04 21:05:00,40.0,2011-08-04 21:23:00,53.0,B00536,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjE6MDU6MDA6OC80LzIwMTEgMjE6MjM6MDA6NDAuMDo1My4wOkIwMDUzNg==,21,21,3,3,1080,2019.0,"42.3635056,-71.0502922","42.3553503,-71.0728293",Boston,Boston,42.3635056,-71.0502922,42.3553503,-71.0728293,True
6173,Closed,2011-08-04 21:08:00,22.0,2011-08-04 21:17:00,21.0,B00431,REGISTERED,'02116,1979.0,Male,OC80LzIwMTEgMjE6MDg6MDA6OC80LzIwMTEgMjE6MTc6MDA6MjIuMDoyMS4wOkIwMDQzMQ==,21,21,3,3,540,40.0,"47.89376835,3.10927507493543","42.34708765,-71.0816656804431",Boston,Boston,47.89376835,3.10927507493543,42.34708765,-71.0816656804431,True
6174,Closed,2011-08-04 21:13:00,21.0,2011-08-04 23:05:00,42.0,B00307,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjE6MTM6MDA6OC80LzIwMTEgMjM6MDU6MDA6MjEuMDo0Mi4wOkIwMDMwNw==,21,23,3,3,6720,2019.0,"42.34708765,-71.0816656804431","42.3491713,-71.0695618",Boston,Boston,42.34708765,-71.0816656804431,42.3491713,-71.0695618,True
6175,Closed,2011-08-04 21:14:00,21.0,2011-08-04 23:04:00,42.0,B00497,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjE6MTQ6MDA6OC80LzIwMTEgMjM6MDQ6MDA6MjEuMDo0Mi4wOkIwMDQ5Nw==,21,23,3,3,6600,2019.0,"42.34708765,-71.0816656804431","42.3491713,-71.0695618",Boston,Boston,42.34708765,-71.0816656804431,42.3491713,-71.0695618,True
6177,Closed,2011-08-04 21:16:00,9.0,2011-08-04 21:19:00,41.0,B00233,CASUAL,,0.0,No Gender,OC80LzIwMTEgMjE6MTY6MDA6OC80LzIwMTEgMjE6MTk6MDA6OS4wOjQxLjA6QjAwMjMz,21,21,3,3,180,2019.0,"42.35215405,-71.1177050872685","42.3517566,-71.1253325",Boston,Boston,42.35215405,-71.1177050872685,42.3517566,-71.1253325,True
6178,Closed,2011-08-04 21:17:00,36.0,2011-08-04 21:33:00,32.0,B00514,REGISTERED,'02215,1981.0,Male,OC80LzIwMTEgMjE6MTc6MDA6OC80LzIwMTEgMjE6MzM6MDA6MzYuMDozMi4wOkIwMDUxNA==,21,21,3,3,960,38.0,"42.3493269,-71.0786551908223","42.3448548,-71.1023117034698",Boston,Boston,42.3493269,-71.0786551908223,42.3448548,-71.1023117034698,True
